Property Code,Price (€),Size (m²),Floor,Address,Province,Municipality,District,Neighborhood,Latitude,Longitude,Has Lift,Price by Area,Rooms,Bathrooms,Swimming Pool,Garden,Garage,URL
105616209,735000,309,3,calle do Doutor Teixeiro,A Coruña,Santiago de Compostela,Ensanche - Sar,N/A,42.8757418,-8.5438125,true,2379,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/105616209/
100619163,390000,220,N/A,calle Choco,A Coruña,Oleiros,Maianca,N/A,43.3716189,-8.3416102,N/A,1773,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/100619163/
106760501,390000,168,N/A,calle dos Xasmins,A Coruña,Santiago de Compostela,Campus norte - S.Caetano,N/A,42.8841495,-8.5437893,N/A,2321,1,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106760501/
105091571,270000,159,N/A,calle Guadalupe,A Coruña,Santiago de Compostela,Campus norte - S.Caetano,N/A,42.8931587,-8.536878,N/A,1698,6,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/105091571/
105277913,460000,124,5,calle Ramón de la Sagra,A Coruña,A Coruña,Ensanche - Juan Florez,Ensanche,43.3605572,-8.4079994,true,3710,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105277913/
106778671,280000,104,9,avenida de Oza,A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,N/A,43.3558469,-8.3997638,true,2692,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106778671/
107116186,605000,149,20,calle Juan Flórez,A Coruña,A Coruña,Ensanche - Juan Florez,Juan Flórez-San Pablo,43.3631695,-8.4077654,true,4060,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/107116186/
106465903,600000,272,N/A,calle Marsella,A Coruña,A Coruña,Elviña - A Zapateira,N/A,43.3214027,-8.3976687,N/A,2206,6,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106465903/
105069932,265000,130,bj,Campus norte - S.Caetano,A Coruña,Santiago de Compostela,Campus norte - S.Caetano,N/A,42.8965101,-8.5337478,false,2038,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105069932/
105121054,697000,150,2,plaza de María Pita,A Coruña,A Coruña,Ciudad Vieja - Centro,N/A,43.3723546,-8.3964743,true,4647,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105121054/
101900474,450000,147,2,calle San Nicolás,A Coruña,A Coruña,Ciudad Vieja - Centro,N/A,43.369884,-8.3987892,false,3061,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/101900474/
106413956,750000,220,N/A,calle Ventoeira,A Coruña,Oleiros,Liáns,N/A,43.3298225,-8.3503063,N/A,3409,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106413956/
107058090,160000,96,1,calle Ría do Burgo,A Coruña,A Coruña,Someso - Matogrande,N/A,43.3505181,-8.4099486,true,1667,3,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/107058090/
106944692,398000,130,N/A,Lugar Mosteirón,A Coruña,Sada,N/A,N/A,43.3458208,-8.2838705,N/A,3062,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106944692/
106858833,670000,140,13,calle San Andrés,A Coruña,A Coruña,Ciudad Vieja - Centro,N/A,43.3669664,-8.4048633,true,4786,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106858833/
104991410,590000,396,N/A,Mandín,A Coruña,Sada,N/A,N/A,43.3325104,-8.2981375,N/A,1490,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/104991410/
106420934,390000,168,N/A,"calle dos Xasmins, 19",A Coruña,Santiago de Compostela,Campus norte - S.Caetano,N/A,42.8848078,-8.5428231,N/A,2321,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106420934/
105828163,360000,131,1,calle Campo da Estrada,A Coruña,A Coruña,Ciudad Vieja - Centro,N/A,43.3719114,-8.3938941,true,2748,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105828163/
104508880,275000,106,7,calle Julio Rodríguez Yordi,A Coruña,A Coruña,Riazor - Visma,N/A,43.3683294,-8.4186088,true,2594,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/104508880/
105321892,625000,273,2,calle Real,A Coruña,A Coruña,Ciudad Vieja - Centro,N/A,43.368451,-8.4016908,false,2289,6,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105321892/
107007491,520000,188,7,calle do Hórreo,A Coruña,Santiago de Compostela,Ensanche - Sar,N/A,42.8738999,-8.5458823,true,2766,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/107007491/
106764387,407000,105,7,calle Luciano Yordi de Carricarte,A Coruña,A Coruña,Someso - Matogrande,N/A,43.3428981,-8.4043441,true,3876,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106764387/
106931672,478500,184,1,"plaza Seis de Agosto, 3",Asturias,Gijón,Centro,Centro - Puerto,43.5392686,-5.6629023,true,2601,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106931672/
106528247,280000,104,4,"calle Cabrales, 100",Asturias,Gijón,Centro,Centro - Puerto,43.5379439,-5.6594139,true,2692,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106528247/
107221755,179000,109,3,calle de Rosalía de Castro,Asturias,Gijón,Oeste,El Natahoyo,43.5386391,-5.6887896,true,1642,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107221755/
105915042,250000,106,5,paseo de la Infancia,Asturias,Gijón,Centro,Laviada,43.5397678,-5.6651665,true,2358,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105915042/
106195899,720000,200,N/A,"camino de Los Almendros, 172",Asturias,Gijón,Somió - Cabueñes,Somió,43.5427323,-5.6146869,N/A,3600,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106195899/
106970275,280000,90,3,"calle Santa Elena, 6",Asturias,Gijón,Centro,Centro - Puerto,43.5442695,-5.6628308,true,3111,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106970275/
106797067,949000,281,N/A,"travesía de los Acebos, 1",Asturias,Gijón,Somió - Cabueñes,Somió,43.5440178,-5.6317456,N/A,3377,3,5,N/A,N/A,N/A,https://www.idealista.com/inmueble/106797067/
106708276,167000,58,3,"carretera Vizcaína, 23",Asturias,Gijón,Centro,Laviada,43.5388952,-5.6714807,true,2879,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106708276/
105502824,449900,350,N/A,de Casares a Arroyo s/n,Asturias,Gijón,Periurbano,Porceyo - Cenero,43.489593,-5.7104964,N/A,1285,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/105502824/
84475275,1980000,445,N/A,"camino Arriba, 1392 -1400",Asturias,Gijón,Somió - Cabueñes,Somió,43.5469029,-5.6283843,N/A,4449,4,5,N/A,N/A,N/A,https://www.idealista.com/inmueble/84475275/
102364876,362000,162,N/A,camino de les Campes,Asturias,Gijón,Periurbano,La Pedrera - Leorio - Huerces - Ruedes,43.4748305,-5.7108299,N/A,2235,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/102364876/
105024285,1270000,649,N/A,carretera de Santurio,Asturias,Gijón,Somió - Cabueñes,Cabueñes,43.5135368,-5.6106419,N/A,1957,4,5,N/A,N/A,N/A,https://www.idealista.com/inmueble/105024285/
105797691,299000,250,N/A,calle San Juan,Asturias,Gijón,El Llano,El Llano Alto,43.5257005,-5.6656943,N/A,1196,9,7,N/A,N/A,N/A,https://www.idealista.com/inmueble/105797691/
106392746,409000,96,2,carretera de la Coría,Asturias,Gijón,Este,Viesques,43.5220221,-5.6552819,true,4260,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106392746/
104467197,450000,209,N/A,camino Urbanizacion Mirador de Somio s/n,Asturias,Gijón,Somió - Cabueñes,Somió,43.5330434,-5.6056833,N/A,2153,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/104467197/
106061250,336000,144,1,"calle Santa Teresa de Jesús, 5",Asturias,Gijón,Centro,Centro - Puerto,43.535344,-5.6661802,true,2333,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106061250/
106611736,399000,126,6,avenida Manuel Llaneza s/n,Asturias,Gijón,Centro,Centro - Puerto,43.5348538,-5.6661742,true,3167,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106611736/
105862351,415000,144,2,"calle del Concejo de Somiedo, 8",Asturias,Gijón,Este,Viesques,43.5236465,-5.6475459,true,2882,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/105862351/
107082128,299000,88,9,"avenida Castilla, 7",Asturias,Gijón,Este,La Arena,43.5364617,-5.6477579,true,3398,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107082128/
101099404,155000,59,1,"Mata Jove, 15",Asturias,Gijón,Oeste,La Calzada,43.5370394,-5.7047729,true,2627,1,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/101099404/
106109874,399000,231,N/A,"camino Hayas, 2 -10",Asturias,Gijón,Somió - Cabueñes,Somió,43.5432909,-5.620783,N/A,1727,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106109874/
105906356,340000,123,1,"calle Emilio Tuya, 25",Asturias,Gijón,Este,La Arena,43.5392984,-5.6499031,true,2764,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105906356/
106116570,340000,96,1,"calle Aguado, 12",Asturias,Gijón,Este,La Arena,43.5378395,-5.6498721,true,3542,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106116570/
106013979,649000,171,16,"paseo Begoña, 24",Asturias,Gijón,Centro,Centro - Puerto,43.5380533,-5.6613656,true,3795,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106013979/
106881021,335000,92,1,"calle Ezcurdia, 97",Asturias,Gijón,Este,El Bibio - Les Mestes,43.5362836,-5.644696,true,3641,3,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106881021/
106702185,289900,118,4,"calle Marqués de Casa Valdés, 65",Asturias,Gijón,Este,La Arena,43.5392268,-5.6542988,true,2457,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106702185/
106071776,180000,79,4,"calle Valencia, 20",Asturias,Gijón,Sur,Pumarín,43.5276592,-5.6690052,true,2278,3,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106071776/
106157133,269000,93,1,"plaza Juan Ángel Rubio Ballesteros, 2",Asturias,Gijón,Sur,Montevil,43.5191785,-5.6718734,true,2892,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106157133/
106094535,1100000,559,N/A,carretera de Mareo a Granda,Asturias,Gijón,Periurbano,La Pedrera - Leorio - Huerces - Ruedes,43.4952141,-5.6721522,N/A,1968,5,5,N/A,N/A,N/A,https://www.idealista.com/inmueble/106094535/
106895014,600000,183,4,calle Corrida,Asturias,Gijón,Centro,Centro - Puerto,43.5412119,-5.6622426,true,3279,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106895014/
106300436,247000,73,3,calle Donato Argüelles,Asturias,Gijón,Centro,Centro - Puerto,43.5401614,-5.6633162,true,3384,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106300436/
106203506,450000,181,2,avenida de Torcuato Fernández Miranda,Asturias,Gijón,Este,El Bibio - Les Mestes,43.5354569,-5.6405243,true,2486,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106203506/
106718432,345000,110,6,calle Donato Argüelles,Asturias,Gijón,Centro,Centro - Puerto,43.5407056,-5.6644329,true,3136,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106718432/
95363139,750000,600,N/A,carretera Piles al Infanzón,Asturias,Gijón,Somió - Cabueñes,Somió,43.5348229,-5.6103914,N/A,1250,7,5,N/A,N/A,N/A,https://www.idealista.com/inmueble/95363139/
107229881,143000,88,4,calle Brasil,Asturias,Gijón,Oeste,La Calzada,43.5430751,-5.6964428,true,1625,3,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/107229881/
106655517,310000,110,4,calle Santa Teresa de Jesús,Asturias,Gijón,Centro,Centro - Puerto,43.535525,-5.6652033,true,2818,3,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106655517/
105831128,219900,80,1,Ezcurdia,Asturias,Gijón,Este,La Arena,43.5387441,-5.6510047,true,2749,3,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/105831128/
106998152,270000,95,2,calle Doctor Aquilino Hurlé,Asturias,Gijón,Este,La Arena,43.5401511,-5.6480681,true,2842,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106998152/
106390813,480000,170,1,"calle San Bernardo, 37",Asturias,Gijón,Centro,Centro - Puerto,43.5422141,-5.6614704,true,2824,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106390813/
84411568,405000,100,5,calle Ezcurdia,Asturias,Gijón,Este,El Bibio - Les Mestes,43.5372988,-5.6474234,true,4050,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/84411568/
105279094,900000,140,7,"calle Juan de Garai, 3",Guipúzcoa,Donostia-San Sebastián,Antiguo,N/A,43.3132492,-2.003883,true,6429,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/105279094/
106607047,1900000,220,1,"calle de Fuenterrabía, 31",Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.316778,-1.980557,true,8636,4,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/106607047/
103814627,3800000,390,1,"calle Peñaflorida, 5 -1",Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3208425,-1.9843791,true,9744,11,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/103814627/
105294485,650000,80,1,"calle Urbieta Kalea, 47",Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3149616,-1.9810523,true,8125,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105294485/
106748912,1900000,215,1,"calle Hondarribia Kalea, 31",Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3168388,-1.9805896,true,8837,4,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/106748912/
105011644,895000,127,1,"calle San Martin, 21",Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3171145,-1.9826009,true,7047,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105011644/
100409582,2600000,170,2,calle Zubieta,Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3159532,-1.9846968,true,15294,5,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/100409582/
101350661,1750000,152,3,calle Andia,Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3207299,-1.9831719,true,11513,5,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/101350661/
98778977,1700000,217,6,"Kolon Pasealekua, 39",Guipúzcoa,Donostia-San Sebastián,Gros,N/A,43.3241751,-1.9755528,true,7834,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/98778977/
104996523,1600000,340,N/A,Miramon-Zorroaga,Guipúzcoa,Donostia-San Sebastián,Miramon-Zorroaga,N/A,43.2902794,-1.9761384,N/A,4706,4,5,N/A,N/A,N/A,https://www.idealista.com/inmueble/104996523/
105260290,1600000,337,N/A,Miramon-Zorroaga,Guipúzcoa,Donostia-San Sebastián,Miramon-Zorroaga,N/A,43.2930197,-1.9773709,N/A,4748,4,5,N/A,N/A,N/A,https://www.idealista.com/inmueble/105260290/
104619832,780000,160,1,"calle Intxaurrondo, 88",Guipúzcoa,Donostia-San Sebastián,Altza-Bidebieta,Miracruz,43.3207255,-1.9495037,false,4875,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/104619832/
100898977,880000,250,2,Intxaurrondo,Guipúzcoa,Donostia-San Sebastián,Altza-Bidebieta,Miracruz,43.3202364,-1.9480718,true,3520,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/100898977/
106601132,1480000,190,N/A,Oriamendi Pasealekua,Guipúzcoa,Donostia-San Sebastián,Miramon-Zorroaga,N/A,43.287326,-1.9889117,N/A,7789,4,4,N/A,N/A,N/A,https://www.idealista.com/inmueble/106601132/
107149777,890000,102,2,"calle Legazpi, 9 -1",Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3220549,-1.9823281,true,8725,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107149777/
107096931,1500000,185,bj,calle Jaime Infantearen,Guipúzcoa,Donostia-San Sebastián,Antiguo,N/A,43.3134487,-2.0023794,true,8108,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107096931/
106022300,440000,75,2,calle Erregezaintza,Guipúzcoa,Donostia-San Sebastián,Antiguo,N/A,43.3106373,-2.0017612,true,5867,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106022300/
106985653,490000,94,4,calle José María Salaberría,Guipúzcoa,Donostia-San Sebastián,Amara,Amara,43.3056543,-1.9788535,true,5213,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106985653/
105757049,649000,100,2,calle Mirakruz,Guipúzcoa,Donostia-San Sebastián,Gros,N/A,43.3225254,-1.9771505,true,6490,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105757049/
105025163,670000,78,5,Kolon Pasealekua,Guipúzcoa,Donostia-San Sebastián,Gros,N/A,43.3235833,-1.9774314,true,8590,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105025163/
107037217,415000,75,5,calle Autonomia,Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Amara Zaharra-Arbaizenea,43.3123304,-1.9815119,true,5533,3,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/107037217/
106800190,855000,260,bj,Aiete,Guipúzcoa,Donostia-San Sebastián,Aiete,N/A,43.3019211,-1.995389,true,3288,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106800190/
106479757,3150000,219,3,"calle Miramar, 2",Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3194295,-1.984329,true,14384,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106479757/
101624573,675000,75,1,"calle Arrasate, 27",Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3179603,-1.982149,true,9000,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/101624573/
106108099,1250000,147,4,"Foru Pasealekua, 5",Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3196101,-1.9791133,true,8503,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106108099/
102250677,1700000,220,6,"Zurriola Hiribidea, 30",Guipúzcoa,Donostia-San Sebastián,Gros,N/A,43.325052,-1.9753153,true,7727,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/102250677/
105056348,510000,102,3,calle Familia Santua,Guipúzcoa,Donostia-San Sebastián,Amara,Amara,43.3084236,-1.9789339,true,5000,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105056348/
105874705,2250000,192,5,calle Hernani,Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3211851,-1.9850716,true,11719,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/105874705/
103738966,1800000,95,8,Mirakontxa Pasealekua,Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3149381,-1.9882973,true,18947,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/103738966/
106736895,525000,63,6,calle Okendo,Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.3212704,-1.980844,true,8333,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/106736895/
106857810,1180000,140,6,calle De Cataluña Plaza,Guipúzcoa,Donostia-San Sebastián,Gros,N/A,43.3226497,-1.9744356,true,8429,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106857810/
99007940,745000,90,2,paseo Colón,Guipúzcoa,Donostia-San Sebastián,Gros,N/A,43.3231718,-1.9785424,true,8278,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/99007940/
104408269,1350000,93,2,La Fe Pasealekua,Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Miraconcha,43.3150165,-1.9935403,true,14516,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/104408269/
106240844,2400000,176,2,Mirakontxa Pasealekua,Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Miraconcha,43.3158722,-1.9930057,true,13636,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106240844/
104412033,2990000,277,N/A,La Fe Pasealekua,Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Miraconcha,43.313861,-1.9938713,N/A,10794,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/104412033/
106042593,1250000,160,1,Mirakontxa Pasealekua,Guipúzcoa,Donostia-San Sebastián,Centro-Miraconcha,Área Romántica,43.314394,-1.9878392,true,7813,4,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/106042593/
104922816,440000,92,3,"calle Javier Barkaiztegi, 19",Guipúzcoa,Donostia-San Sebastián,Amara,Amara,43.3058335,-1.9809373,true,4783,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/104922816/
107098380,860000,138,5,Antso Jakituna Hiribidea,Guipúzcoa,Donostia-San Sebastián,Amara,Amara,43.3067521,-1.9813581,true,6232,3,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/107098380/
106569420,575000,84,1,calle Xabier Lizardi,Guipúzcoa,Donostia-San Sebastián,Ibaeta,N/A,43.3048158,-2.0070871,true,6845,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106569420/
89844138,360000,74,1,calle Narrika,Guipúzcoa,Donostia-San Sebastián,Parte Vieja,N/A,43.3243747,-1.9855473,false,4865,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/89844138/
104720051,490000,165,N/A,"calle de Iñigo Arista, 1",Navarra,Pamplona/Iruña,Iturrama,N/A,42.8080405,-1.6529728,true,2970,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/104720051/
99163009,565000,165,14,"calle de Iñigo Arista, 1",Navarra,Pamplona/Iruña,Iturrama,N/A,42.8080405,-1.6529728,true,3424,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/99163009/
102898256,518000,150,6,"calle de Emilio Arrieta, 29",Navarra,Pamplona/Iruña,2º Ensanche,N/A,42.8131206,-1.6422836,true,3453,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/102898256/
105649762,275000,141,1,calle Río Ega,Navarra,Pamplona/Iruña,Azpilagaña,N/A,42.8064084,-1.6447132,true,1950,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105649762/
104417794,280000,145,3,avenida de Zaragoza,Navarra,Pamplona/Iruña,Azpilagaña,N/A,42.8071459,-1.6459748,true,1931,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/104417794/
104232859,797000,275,3,calle Yanguas y Miranda,Navarra,Pamplona/Iruña,2º Ensanche,N/A,42.8134914,-1.6466423,true,2898,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/104232859/
107099564,320000,112,3,"calle Esquíroz, 22",Navarra,Pamplona/Iruña,Iturrama,N/A,42.8050849,-1.6510178,true,2857,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107099564/
107168756,120000,50,6,"calle de San Antón, 46",Navarra,Pamplona/Iruña,Casco Antiguo,N/A,42.8161401,-1.646783,false,2400,1,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/107168756/
106340414,505000,108,4,"plaza Salesianos Pamplona, 6",Navarra,Pamplona/Iruña,2º Ensanche,N/A,42.8148701,-1.6364584,true,4676,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106340414/
105668238,369000,149,N/A,"travesía San Juan Bosco, 2",Navarra,Pamplona/Iruña,Iturrama,N/A,42.8061177,-1.6465266,true,2477,5,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105668238/
106350460,350000,86,5,"calle María Luisa Elío Bernal, 5",Navarra,Pamplona/Iruña,Chantrea,N/A,42.8235245,-1.6319053,true,4070,2,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106350460/
105149394,625000,196,8,"plaza Juan XXIII, 1",Navarra,Pamplona/Iruña,San Juan,N/A,42.814726,-1.6548381,true,3189,5,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105149394/
107097993,699900,195,3,"calle Trinidad Fernández Arenas, 1",Navarra,Pamplona/Iruña,1º Ensanche,N/A,42.8147802,-1.6434912,true,3589,8,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107097993/
106790882,245000,94,4,calle de Artica,Navarra,Pamplona/Iruña,Rochapea,N/A,42.8294197,-1.6490213,true,2606,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106790882/
107022879,600000,182,6,calle de Francisco Bergamin Kalea,Navarra,Pamplona/Iruña,2º Ensanche,N/A,42.8114444,-1.6418051,true,3297,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107022879/
106060010,260000,98,1,plaza Nuevo Baztán,Navarra,Pamplona/Iruña,Rochapea,N/A,42.8303844,-1.6453855,true,2653,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106060010/
105499556,440000,109,5,calle del Monasterio de Urdax,Navarra,Pamplona/Iruña,Iturrama,N/A,42.8094103,-1.6535278,true,4037,2,1,N/A,N/A,N/A,https://www.idealista.com/inmueble/105499556/
106878487,435000,198,1,avenida de Sancho el Fuerte,Navarra,Pamplona/Iruña,Iturrama,N/A,42.8109835,-1.6555007,true,2197,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106878487/
106632662,440000,110,2,calle Francisco Berlanga Robles,Navarra,Pamplona/Iruña,Lezkairu,N/A,42.8023247,-1.6322558,true,4000,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/106632662/
106159925,407995,147.6,bj,"calle Vicente Luis Garcera López, 11",Navarra,Pamplona/Iruña,Lezkairu,N/A,42.8051714,-1.6241788,true,2764,3,2,N/A,N/A,N/A,https://www.idealista.com/obra-nueva/106159925/
106159975,400635,118.8,N/A,"calle Vicente Luis Garcera López, 11",Navarra,Pamplona/Iruña,Lezkairu,N/A,42.8051714,-1.6241788,true,3372,2,2,N/A,N/A,N/A,https://www.idealista.com/obra-nueva/106159975/
106159951,383032,126,N/A,"calle Vicente Luis Garcera López, 11",Navarra,Pamplona/Iruña,Lezkairu,N/A,42.8051714,-1.6241788,true,3040,3,2,N/A,N/A,N/A,https://www.idealista.com/obra-nueva/106159951/
107013180,355000,119,1,"calle Castillo de Maya, 36",Navarra,Pamplona/Iruña,2º Ensanche,N/A,42.8110846,-1.6360575,true,2983,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/107013180/
104789633,550000,233,1,calle del Doctor Huarte de San Juan,Navarra,Pamplona/Iruña,2º Ensanche,N/A,42.8119798,-1.6422695,true,2361,6,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/104789633/
105660175,399000,120,8,"avenida de Sancho el Fuerte, 77",Navarra,Pamplona/Iruña,Iturrama,N/A,42.8110592,-1.6606048,true,3325,3,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/105660175/
107238256,649900,224,N/A,"plaza de La Libertad, 3",Navarra,Pamplona/Iruña,2º Ensanche,N/A,42.8104675,-1.6355031,true,2901,5,3,N/A,N/A,N/A,https://www.idealista.com/inmueble/107238256/
102570858,740000,178,3,calle de San Fermín,Navarra,Pamplona/Iruña,2º Ensanche,N/A,42.8127108,-1.6404492,true,4157,4,2,N/A,N/A,N/A,https://www.idealista.com/inmueble/102570858/
